7,7,17,33.3333,-0.0989010989010989
8,8,18,36.6667,-0.055555555555555636
9,9,23,40.0,0.0
10,10,24,40.0,0.01098901098901106
12,12,27,36.6667,-0.055555555555555636
2,2,7,60.0,0.0
3,3,8,60.0,0.0
4,4,9,60.0,0.0
5,5,10,46.6667,-0.14285714285714282
6,7,11,50.0,-0.19047619047619035
7,8,14,60.0,0.03225806451612897
8,9,15,66.6667,0.1935483870967741
9,10,16,60.0,0.03225806451612897
10,11,17,56.6667,0.0
11,12,18,50.0,-0.08695652173913052
12,13,22,60.0,0.09090909090909075
13,14,23,66.6667,0.1935483870967741
15,16,25,56.6667,-0.06557377049180343
16,17,26,46.6667,-0.21212121212121224
18,19,27,63.3333,0.09836065573770475
2,2,2,70.0,0.2857142857142857
3,3,3,53.3333,-0.06060606060606075
4,4,7,66.6667,0.24242424242424224
5,5,8,70.0,0.0
6,6,9,56.6667,0.1333333333333333
7,7,10,66.6667,-0.020408163265306253
8,8,15,70.0,0.0
9,9,19,76.6667,0.1025641025641028
10,10,22,80.0,0.0
12,12,25,70.0,-0.15384615384615397
13,13,26,76.6667,0.22222222222222252
15,15,27,73.3333,-0.11111111111111137
2,2,2,0.0,0.0
3,4,3,0.0,0.0
4,5,6,36.6667,0.0
5,6,7,36.6667,0.0
6,7,8,36.6667,0.0
7,8,13,90.0,0.0
8,9,14,80.0,0.0
9,10,16,80.0,0.0
10,11,20,96.6667,0.0
11,12,21,100.0,1.0
12,13,22,86.6667,0.0
14,15,24,83.3333,0.0
15,16,26,93.3333,0.0
17,18,27,66.6667,0.0
3,3,6,60.0,0.0
4,4,7,60.0,0.0
5,5,13,60.0,0.0
6,6,14,60.0,0.0
7,7,15,60.0,0.0
8,8,16,56.6667,-0.03174603174603168
9,10,17,63.3333,0.09836065573770475
10,11,20,66.6667,0.1935483870967741
11,12,21,66.6667,0.1935483870967741
12,13,22,60.0,0.06249999999999989
13,14,23,66.6667,0.1935483870967741
15,16,24,56.6667,-0.06557377049180343
16,17,26,46.6667,-0.21212121212121224
18,19,27,63.3333,0.09836065573770475
2,2,5,76.6667,0.0
3,3,6,90.0,0.0
4,4,7,70.0,0.0
5,5,11,96.6667,0.0
6,6,12,100.0,1.0
7,7,13,86.6667,0.0
8,8,14,86.6667,0.0
9,9,15,83.3333,0.0
10,10,16,93.3333,0.0
11,11,20,93.3333,0.0
13,13,22,93.3333,0.0
14,14,25,93.3333,0.0
15,15,26,90.0,0.0
17,17,27,73.3333,0.0
2,2,5,80.0,0.0
3,3,6,80.0,0.0
4,4,7,73.3333,0.19999999999999993
5,5,8,80.0,0.11764705882352967
6,6,9,76.6667,0.07894736842105271
7,7,11,73.3333,-0.052631578947368765
8,8,15,76.6667,-0.02941176470588205
9,9,19,80.0,0.0
10,10,20,80.0,0.0
11,11,21,80.0,0.0
13,13,24,70.0,0.02173913043478239
14,14,26,63.3333,-0.09999999999999996
16,16,27,66.6667,-0.08695652173913064
2,2,7,60.0,0.0
3,3,8,60.0,0.0
4,4,9,60.0,0.0
5,5,10,46.6667,-0.14285714285714282
6,7,11,50.0,-0.19047619047619035
7,8,14,60.0,0.03225806451612897
8,9,15,66.6667,0.1935483870967741
9,10,16,60.0,0.03225806451612897
10,11,17,56.6667,0.0
11,12,18,50.0,-0.08695652173913052
12,13,22,60.0,0.09090909090909075
13,14,23,66.6667,0.1935483870967741
15,16,25,56.6667,-0.06557377049180343
16,17,26,46.6667,-0.21212121212121224
18,19,27,63.3333,0.09836065573770475
2,2,7,60.0,0.0
3,3,8,60.0,0.0
4,4,9,60.0,0.0
5,5,10,46.6667,-0.14285714285714282
6,7,11,50.0,-0.19047619047619035
7,8,14,60.0,0.03225806451612897
8,9,15,66.6667,0.1935483870967741
9,10,16,60.0,0.03225806451612897
10,11,17,56.6667,0.0
11,12,18,50.0,-0.08695652173913052
12,13,22,60.0,0.09090909090909075
13,14,23,66.6667,0.1935483870967741
15,16,25,56.6667,-0.06557377049180343
16,17,26,46.6667,-0.21212121212121224
18,19,27,63.3333,0.09836065573770475
3,3,7,40.0,0.0
4,4,8,40.0,0.0
5,5,13,40.0,0.0
6,6,14,46.6667,0.13043478260869568
7,7,15,40.0,0.0
8,8,18,40.0,0.0
9,9,23,40.0,0.01098901098901106
10,10,24,40.0,0.01098901098901106
12,12,27,36.6667,-0.055555555555555636
2,2,4,80.0,0.0
3,3,5,63.3333,-0.07843137254901979
4,4,6,60.0,0.0
5,5,10,70.0,0.1176470588235292
6,6,11,80.0,0.0
7,7,12,76.6667,0.1025641025641028
8,8,13,76.6667,0.12500000000000036
9,9,18,76.6667,-0.02941176470588205
10,10,22,80.0,0.0
12,12,24,76.6667,-0.02941176470588205
13,13,26,76.6667,0.22222222222222252
15,15,27,73.3333,-0.11111111111111137
3,3,7,40.0,0.0
4,4,8,40.0,0.0
5,5,13,40.0,0.0
6,6,14,46.6667,0.13043478260869568
7,7,15,40.0,0.0
8,8,18,40.0,0.0
9,9,23,40.0,0.01098901098901106
10,10,24,40.0,0.01098901098901106
12,12,27,36.6667,-0.055555555555555636
2,2,2,0.0,0.0
3,4,3,0.0,0.0
4,5,6,36.6667,0.0
5,6,7,36.6667,0.0
6,7,8,36.6667,0.0
7,8,13,90.0,0.0
8,9,14,80.0,0.0
9,10,16,80.0,0.0
10,11,20,96.6667,0.0
11,12,21,100.0,1.0
12,13,22,86.6667,0.0
14,15,24,83.3333,0.0
15,16,26,93.3333,0.0
17,18,27,66.6667,0.0
2,2,2,80.0,0.0
3,3,6,80.0,0.0
4,4,7,80.0,0.0
5,5,8,80.0,0.0
6,6,9,80.0,0.0
7,7,14,80.0,0.0
8,8,15,73.3333,-0.052631578947368765
9,9,16,73.3333,0.047619047619047526
10,10,20,80.0,0.0
11,11,21,70.0,0.0
12,12,22,80.0,0.0
14,14,24,86.6667,0.44444444444444453
15,15,26,76.6667,0.23913043478260881
17,17,27,70.0,0.19642857142857123
2,2,2,33.3333,-0.11111111111111119
3,3,7,36.6667,-0.055555555555555636
4,4,8,36.6667,-0.055555555555555636
5,5,9,43.3333,0.055555555555555546
6,6,10,36.6667,-0.055555555555555636
7,7,14,43.3333,0.055555555555555546
8,8,16,46.6667,0.11111111111111109
9,9,17,43.3333,0.055555555555555546
10,10,19,40.0,0.0
11,11,23,43.3333,0.055555555555555546
13,13,25,40.0,0.0
14,14,26,40.0,0.0
16,16,27,36.6667,-0.055555555555555636
3,3,7,46.6667,0.13043478260869568
4,4,8,40.0,0.0
5,5,11,40.0,0.0
6,6,16,40.0,0.0
7,7,17,33.3333,-0.0989010989010989
8,8,18,36.6667,-0.055555555555555636
9,9,23,40.0,0.0
10,10,24,40.0,0.01098901098901106
12,12,27,36.6667,-0.055555555555555636
3,3,7,40.0,0.0
4,4,8,40.0,0.0
5,5,13,40.0,0.0
6,6,14,46.6667,0.13043478260869568
7,7,15,40.0,0.0
8,8,18,40.0,0.0
9,9,23,40.0,0.01098901098901106
10,10,24,40.0,0.01098901098901106
12,12,27,36.6667,-0.055555555555555636
2,2,2,63.3333,-0.01851851851851864
3,3,3,63.3333,-0.01851851851851864
4,4,4,73.3333,-0.052631578947368765
5,5,6,76.6667,-0.02941176470588205
6,6,10,73.3333,-0.052631578947368765
7,7,14,76.6667,-0.02941176470588205
8,8,15,70.0,-0.07142857142857148
9,9,16,73.3333,-0.052631578947368765
10,10,20,76.6667,0.07894736842105271
11,11,21,80.0,0.0
13,13,22,73.3333,-0.052631578947368765
14,14,26,63.3333,-0.09999999999999996
16,16,27,66.6667,-0.08695652173913064
2,2,2,80.0,0.0
3,3,7,80.0,0.0
4,4,8,43.3333,0.011627906976744165
5,5,9,70.0,0.02173913043478239
6,6,13,73.3333,-0.052631578947368765
7,7,14,80.0,0.0
8,8,15,80.0,0.0
9,9,16,80.0,0.0
10,10,17,76.6667,-0.02941176470588205
11,11,21,80.0,0.0
12,12,22,80.0,0.0
14,14,24,80.0,0.0
15,15,26,76.6667,0.23913043478260881
17,17,27,70.0,0.19642857142857123
2,2,2,100.0,1.0
3,3,6,100.0,1.0
4,4,7,83.3333,0.0
5,5,11,100.0,1.0
6,6,12,100.0,1.0
7,7,13,100.0,1.0
8,8,17,100.0,1.0
9,9,18,100.0,1.0
10,10,19,83.3333,0.0
11,11,20,93.3333,0.0
13,13,22,93.3333,0.0
14,14,24,83.3333,0.0
15,15,25,93.3333,0.0
17,17,26,86.6667,0.0
18,18,27,73.3333,0.0
2,2,2,80.0,0.0
3,3,7,80.0,0.0
4,4,8,43.3333,0.011627906976744165
5,5,9,70.0,0.02173913043478239
6,6,13,73.3333,-0.052631578947368765
7,7,14,80.0,0.0
8,8,15,80.0,0.0
9,9,16,80.0,0.0
10,10,17,76.6667,-0.02941176470588205
11,11,21,80.0,0.0
12,12,22,80.0,0.0
14,14,24,80.0,0.0
15,15,26,76.6667,0.23913043478260881
17,17,27,70.0,0.19642857142857123
2,2,7,60.0,0.0
3,3,8,60.0,0.0
4,4,9,60.0,0.0
5,5,10,46.6667,-0.14285714285714282
6,7,11,50.0,-0.19047619047619035
7,8,14,60.0,0.03225806451612897
8,9,15,66.6667,0.1935483870967741
9,10,16,60.0,0.03225806451612897
10,11,17,56.6667,0.0
11,12,18,50.0,-0.08695652173913052
12,13,22,60.0,0.09090909090909075
13,14,23,66.6667,0.1935483870967741
15,16,25,56.6667,-0.06557377049180343
16,17,26,46.6667,-0.21212121212121224
18,19,27,63.3333,0.09836065573770475
2,2,2,63.3333,-0.01851851851851864
3,3,3,63.3333,-0.01851851851851864
4,4,4,73.3333,-0.052631578947368765
5,5,6,76.6667,-0.02941176470588205
6,6,10,73.3333,-0.052631578947368765
7,7,14,76.6667,-0.02941176470588205
8,8,15,70.0,-0.07142857142857148
9,9,16,73.3333,-0.052631578947368765
10,10,20,76.6667,0.07894736842105271
11,11,21,80.0,0.0
13,13,22,73.3333,-0.052631578947368765
14,14,26,63.3333,-0.09999999999999996
16,16,27,66.6667,-0.08695652173913064
2,2,2,0.0,0.0
3,4,3,0.0,0.0
4,5,6,36.6667,0.0
5,6,7,36.6667,0.0
6,7,8,36.6667,0.0
7,8,13,90.0,0.0
8,9,14,80.0,0.0
9,10,16,80.0,0.0
10,11,20,96.6667,0.0
11,12,21,100.0,1.0
12,13,22,86.6667,0.0
14,15,24,83.3333,0.0
15,16,26,93.3333,0.0
17,18,27,66.6667,0.0
2,2,2,80.0,0.0
3,3,3,80.0,0.0
4,4,6,80.0,0.0
5,5,9,80.0,0.0
6,6,10,63.3333,-0.09999999999999996
7,8,11,70.0,0.2857142857142857
8,9,14,73.3333,-0.11111111111111137
9,10,15,73.3333,-0.08108108108108114
10,11,16,63.3333,-0.19565217391304368
11,12,17,70.0,-0.022727272727272874
12,13,18,80.0,0.0
13,14,22,70.0,-0.09756097560975632
15,16,24,73.3333,-0.11111111111111137
16,17,26,66.6667,0.1525423728813558
18,19,27,73.3333,0.40298507462686556
2,2,5,36.6667,-0.4179104477611941
3,3,10,36.6667,-0.4179104477611941
4,4,14,46.6667,-0.25000000000000006
5,5,15,53.3333,-0.12903225806451615
6,6,16,56.6667,-0.06557377049180343
7,7,20,63.3333,0.09836065573770475
8,8,21,60.0,0.0
10,10,23,60.0,0.0
11,11,25,60.0,0.06249999999999989
13,13,27,56.6667,-0.03174603174603168
2,2,3,40.0,0.0
3,3,7,40.0,0.0
4,4,8,40.0,0.0
5,5,9,40.0,0.0
6,6,14,40.0,0.0
7,7,15,36.6667,-0.055555555555555636
8,8,16,40.0,0.0
9,9,17,40.0,0.0
10,10,21,43.3333,0.055555555555555546
11,11,23,43.3333,0.055555555555555546
13,13,24,43.3333,0.055555555555555546
14,14,26,40.0,0.0
16,16,27,36.6667,-0.055555555555555636
2,2,2,80.0,0.0
3,3,3,80.0,0.0
4,4,6,80.0,0.0
5,5,9,80.0,0.0
6,6,10,63.3333,-0.09999999999999996
7,8,11,70.0,0.2857142857142857
8,9,14,73.3333,-0.11111111111111137
9,10,15,73.3333,-0.08108108108108114
10,11,16,63.3333,-0.19565217391304368
11,12,17,70.0,-0.022727272727272874
12,13,18,80.0,0.0
13,14,22,70.0,-0.09756097560975632
15,16,24,73.3333,-0.11111111111111137
16,17,26,66.6667,0.1525423728813558
18,19,27,73.3333,0.40298507462686556
3,3,7,40.0,0.0
4,4,8,40.0,0.0
5,5,13,40.0,0.0
6,6,14,46.6667,0.13043478260869568
7,7,15,40.0,0.0
8,8,18,40.0,0.0
9,9,23,40.0,0.01098901098901106
10,10,24,40.0,0.01098901098901106
12,12,27,36.6667,-0.055555555555555636
2,2,4,80.0,0.0
3,3,5,63.3333,-0.07843137254901979
4,4,6,60.0,0.0
5,5,10,70.0,0.1176470588235292
6,6,11,80.0,0.0
7,7,12,76.6667,0.1025641025641028
8,8,13,76.6667,0.12500000000000036
9,9,18,76.6667,-0.02941176470588205
10,10,22,80.0,0.0
12,12,24,76.6667,-0.02941176470588205
13,13,26,76.6667,0.22222222222222252
15,15,27,73.3333,-0.11111111111111137
2,2,7,60.0,0.0
3,3,8,60.0,0.0
4,4,9,60.0,0.0
5,5,10,46.6667,-0.14285714285714282
6,7,11,50.0,-0.19047619047619035
7,8,14,60.0,0.03225806451612897
8,9,15,66.6667,0.1935483870967741
9,10,16,60.0,0.03225806451612897
10,11,17,56.6667,0.0
11,12,18,50.0,-0.08695652173913052
12,13,22,60.0,0.09090909090909075
13,14,23,66.6667,0.1935483870967741
15,16,25,56.6667,-0.06557377049180343
16,17,26,46.6667,-0.21212121212121224
18,19,27,63.3333,0.09836065573770475
2,2,2,0.0,0.0
3,4,3,0.0,0.0
4,5,6,36.6667,0.0
5,6,7,36.6667,0.0
6,7,8,36.6667,0.0
7,8,13,90.0,0.0
8,9,14,80.0,0.0
9,10,16,80.0,0.0
10,11,20,96.6667,0.0
11,12,21,100.0,1.0
12,13,22,86.6667,0.0
14,15,24,83.3333,0.0
15,16,26,93.3333,0.0
17,18,27,66.6667,0.0
2,2,2,100.0,1.0
3,3,6,100.0,1.0
4,4,7,83.3333,0.0
5,5,11,100.0,1.0
6,6,12,100.0,1.0
7,7,13,100.0,1.0
8,8,17,100.0,1.0
9,9,18,100.0,1.0
10,10,19,83.3333,0.0
11,11,20,93.3333,0.0
13,13,22,93.3333,0.0
14,14,24,83.3333,0.0
15,15,25,93.3333,0.0
17,17,26,86.6667,0.0
18,18,27,73.3333,0.0
2,2,2,63.3333,-0.01851851851851864
3,3,3,63.3333,-0.01851851851851864
4,4,4,73.3333,-0.052631578947368765
5,5,6,76.6667,-0.02941176470588205
6,6,10,73.3333,-0.052631578947368765
7,7,14,76.6667,-0.02941176470588205
8,8,15,70.0,-0.07142857142857148
9,9,16,73.3333,-0.052631578947368765
10,10,20,76.6667,0.07894736842105271
11,11,21,80.0,0.0
13,13,22,73.3333,-0.052631578947368765
14,14,26,63.3333,-0.09999999999999996
16,16,27,66.6667,-0.08695652173913064
2,2,2,100.0,1.0
3,3,6,100.0,1.0
4,4,7,83.3333,0.0
5,5,11,100.0,1.0
6,6,12,100.0,1.0
7,7,13,100.0,1.0
8,8,17,100.0,1.0
9,9,18,100.0,1.0
10,10,19,83.3333,0.0
11,11,20,93.3333,0.0
13,13,22,93.3333,0.0
14,14,24,83.3333,0.0
15,15,25,93.3333,0.0
17,17,26,86.6667,0.0
18,18,27,73.3333,0.0
2,2,5,80.0,0.0
3,3,6,80.0,0.0
4,4,7,73.3333,0.19999999999999993
5,5,8,80.0,0.11764705882352967
6,6,9,76.6667,0.07894736842105271
7,7,11,73.3333,-0.052631578947368765
8,8,15,76.6667,-0.02941176470588205
9,9,19,80.0,0.0
10,10,20,80.0,0.0
11,11,21,80.0,0.0
13,13,24,70.0,0.02173913043478239
14,14,26,63.3333,-0.09999999999999996
16,16,27,66.6667,-0.08695652173913064
2,2,2,0.0,0.0
3,4,3,0.0,0.0
4,5,6,36.6667,0.0
5,6,7,36.6667,0.0
6,7,8,36.6667,0.0
7,8,13,90.0,0.0
8,9,14,80.0,0.0
9,10,16,80.0,0.0
10,11,20,96.6667,0.0
11,12,21,100.0,1.0
12,13,22,86.6667,0.0
14,15,24,83.3333,0.0
15,16,26,93.3333,0.0
17,18,27,66.6667,0.0
